Model,Temperature,Turn,Prompt_mode,seller_payoff,buyer_payoff,accepted_threshold,expressive_level,display_rule,face_only,Turn = 1,Turn = 2,Turn = 3,Turn = 4,Turn = 5,ranking_response,Turn = 6,Final_response,i,Turn = 7,Turn = 8,Turn = 9,Turn = 10,Turn = 11
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,9,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,10,1-1-3,1-1-4,1-1-5,1-1-6,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,11,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,12,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,13,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,14,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,15,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,16,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,17,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,18,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-angry,True,5-5-5,6-6-6,7-7-7,8-8-8,7-8-7,price < warranty < service duration,6-7-6,reject,19,5-6-5,4-5-4,3-4-3,2-3-2,1-1-1
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,0,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,6-4-7,4-6-6,3-5-7,2-4-8,warranty < service < price,1-1-1,reject,1,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,2,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-6-7,3-7-6,2-8-5,1-8-4,price < warranty < service duration,1-7-3,reject,3,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,7-6-4,8-4-6,6-3-8,4-2-9,price < warranty < service,1-1-1,reject,4,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,5,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,7-4-6,6-3-5,4-2-4,3-1-3,price < warranty < service duration,1-1-1,reject,6,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,7,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,8,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,9,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,10,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,11,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,12,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,13,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,14,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,15,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service,1-1-1,reject,16,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service,1-1-1,reject,17,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,6-4-6,7-3-7,8-2-8,9-1-9,service < warranty < price,1-1-1,reject,18,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,19,,,,,
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-3,210,0,2-3-4,3-4-5,4-5-6,5-6-7,6-7-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,7-9-7,95,1,8-7-8,9-8-9,6-9-6,7-8-7,8-8-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,7-7-7,175,2,8-8-8,9-9-9,6-6-6,7-8-8,7-8-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service duration,1-2-2,reject,3,2-1-2,1-1-2,1-1-3,1-1-4,1-1-5
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,reject,4,7-7-7,8-8-8,9-9-9,9-9-1,8-8-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < service < price,1-2-3,210,5,2-3-4,3-4-5,4-5-6,5-6-7,6-7-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,7-4-6,6-3-7,4-2-8,3-1-9,price < warranty < service duration,2-1-8,reject,6,1-1-7,1-1-6,1-1-5,1-1-4,1-1-3
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,7,2-1-2,3-1-3,4-1-4,5-1-5,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,7-7-7,170,8,8-8-8,9-9-9,8-5-6,7-6-7,8-7-6
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,7-6-6,8-5-7,6-4-8,4-3-7,price < warranty < service duration,3-2-6,reject,9,2-1-5,1-1-4,1-1-3,1-1-2,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,10,7-7-7,8-8-8,9-9-9,9-9-9,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,11,2-1-2,3-1-3,4-1-4,5-1-5,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,7-6-4,8-5-3,6-7-2,4-8-1,price < warranty < service duration,3-7-3,reject,12,2-6-5,1-5-7,9-4-6,8-3-8,7-2-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,95,13,7-7-7,8-8-8,9-9-9,8-7-9,8-8-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,7-4-6,6-6-7,4-7-5,3-8-4,price < warranty < service duration,2-9-3,reject,14,1-1-1,3-3-3,2-2-2,1-3-2,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,warranty < service duration < price,7-5-8,reject,15,8-6-9,6-4-7,7-3-6,8-2-5,9-1-4
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,7-8-9,reject,16,6-7-8,5-6-7,4-5-6,3-4-5,2-3-4
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,6-4-7,7-3-6,8-2-5,9-1-4,price < warranty < service duration,6-2-8,reject,17,7-1-9,8-1-8,5-1-7,4-1-6,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,7-4-6,6-6-4,8-3-7,4-8-3,price < warranty < service duration,7-7-2,reject,18,3-5-8,2-2-9,1-1-1,9-9-9,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,19,7-7-7,8-8-8,9-9-9,9-9-9,9-9-9
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,1-1-1,reject,0,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,7-7-7,6-6-6,5-5-5,4-4-4,3-3-3,warranty < service < price,2-2-2,reject,1,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,2,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service,1-1-1,reject,3,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,1-1-1,reject,4,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-6-7,3-7-6,2-8-5,1-8-4,warranty < price < service,1-7-3,reject,5,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service,1-1-1,reject,6,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,7,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < service < price,1-1-1,reject,8,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,9,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,10,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,11,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,12,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,13,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service,1-1-1,reject,14,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,15,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service,1-1-1,reject,16,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service,1-1-1,reject,17,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < service < price,1-1-1,reject,18,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,19,,,,,
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,0,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,1,2-1-2,3-1-3,4-1-4,5-1-5,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,9-9-9,8-8-8,7-7-7,6-6-6,5-5-5,price < warranty < service duration,4-4-4,reject,2,3-3-3,2-2-2,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,3,1-1-2,2-1-1,1-1-3,1-1-4,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,4,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,5,1-1-3,1-1-4,1-1-5,1-1-6,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,7-7-7,6-6-6,5-5-5,4-4-4,3-3-3,price < warranty < service duration,2-2-2,reject,6,1-1-1,1-1-2,1-1-3,1-1-4,1-1-5
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service duration,1-2-1,reject,7,2-1-2,1-1-3,1-1-5,1-1-7,1-1-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,8,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,9,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,10,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,11,2-1-2,3-2-3,4-3-4,5-4-5,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,12,2-1-2,1-1-2,1-1-3,1-1-4,1-1-5
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,13,2-1-2,1-1-2,2-2-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < service < price,1-2-1,reject,14,2-1-2,1-1-2,1-2-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-3,reject,15,2-3-4,3-4-5,4-5-6,5-6-7,6-7-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,16,2-1-2,1-1-2,1-1-3,1-1-4,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service duration,1-2-1,reject,17,2-1-2,3-1-3,4-1-4,5-1-5,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,18,2-1-2,1-1-2,1-2-1,2-1-2,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-angry,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,19,1-2-2,1-2-3,1-3-3,1-3-4,1-1-1
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,0,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,warranty < service < price,1-1-1,reject,1,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,2,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < service < price,1-1-2,reject,3,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,4,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,warranty < service < price,1-1-1,reject,5,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-2-1,reject,6,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,7,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,8,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,9,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,warranty < service < price,1-1-1,reject,10,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,11,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,6-4-7,7-3-6,8-2-5,9-1-4,price < warranty < service duration,1-1-1,reject,12,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service,1-1-1,reject,13,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,14,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,15,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,16,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,1-1-1,reject,17,,,,,
